Include,StudyID,GroupID,LaboratoryID,PopulationID,EffectID,Title,Year,Authors_all,Lab_PI,Journal,DOI,Species,Developmental_mode,Mean_clutch_size,SD_clutch_size,SE_clutch_size,Focal_clutch_number,Max_clutch_number,Study_area,Lat_study_area,Long_study_area,Elev_study_area,Year_collection,Study_type,Egg_n_collected,Time_collection,Egg_sampl_method,Egg_store,Egg_homog,Egg_homog_name,Site_horm_measured,Horm_measured,Horm_extracted_colum,Method_horm_meas,AntibodyKit,Horm_units,Horm_mean,Horm_Var,Horm_Var_Type,Exp_mother_egg,Method_mother_exp,Type_mother_exp,Horm_mother_exp,Horm_mother_units,Horm_mother_lab,Horm_mother_applied_dose,Horm_mother_mean_nat,Horm_mother_dose_exp,Horm_mother_SD,Horm_mother_cateogrical_dose,Time_mother_exp,Egg_order_exp,Egg_n_exp,Percent_egg_exp,Time_egg_exp,Method_egg_exp,Site_egg_exp,Horm_egg_exp,Horm_egg_units,Horm_egg_lab,Horm_egg_applied_dose,Horm_egg_mean_nat,Horm_egg_dose_exp,Horm_egg_SD,Horm_egg_cateogrical_dose,Solvent_egg_used_exp,Fitness_trait,Fitness_mother,Fitness_offs,Off_life_stage,Off_age,Off_average_nesting_time,Off_relative_age,Off_sex,Blind_data_recording,Partial_or_selective_data_rep,TestStat_N_level,TestStat_N_clutch,TestStat_N_off,TestStat_Type,TestStat_NumberOfPredictors,TestStat_Value,TestStat_df,TestStat_p,TestStat_p_comment,TestDirection,Exp_N_level,Control_Mean,Control_Var,Control_N_clutch,Control_N_off,Exp_Mean,Exp_Var,Exp_N_clutch,Exp_N_off,Shared_control,Shared_control_ID,Var_type,Var_type_comment ,DataLocation,DataSource,DataReporting,Raw,Notes,Quotes,ExtractionID,Extraction_check_observer,Extraction_check_notes,Reply_LM,Comments_after_author_response,Final_exclusion_paper_why,Least_square_means,Cross_fostering,Incubation_prior,Effect_size_type
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,mass,before independence,2,16,0.125,female,NA,yes,offspring,60,129,Chi-square (mixed model),NA,4.146,NA,0.042,p-value,positive,offspring,3.244,0.698,31,64,3.475,0.762,29,65,no,NA,SD,NA,data sent by the author,data sent,complete,no," Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,mass,before independence,2,16,0.125,male,NA,yes,offspring,60,143,Chi-square (mixed model),NA,8.305,NA,0.008,p-value,positive,offspring,3.021,0.781,31,66,3.465,0.774,29,77,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,mass,before independence,8,16,0.5,female,NA,yes,offspring,57,124,NA,NA,NA,NA,NA,NA,NA,offspring,12.588,1.487,31,64,12.807,1.605,26,60,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,mass,before independence,8,16,0.5,male,NA,yes,offspring,57,123,NA,NA,NA,NA,NA,NA,NA,offspring,12.605,1.46,31,61,13.085,1.372,26,62,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,mass,before independence,12,16,0.75,female,NA,yes,offspring,56,123,NA,NA,NA,NA,NA,NA,NA,offspring,14.314,1.826,30,63,14.196,1.308,26,60,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,mass,before independence,12,16,0.75,male,NA,yes,offspring,56,119,NA,NA,NA,NA,NA,NA,NA,offspring,14.572,0.904,30,57,14.303,1.59,26,62,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,tarsus,before independence,8,16,0.5,female,NA,yes,offspring,57,124,NA,NA,NA,NA,NA,NA,NA,offspring,17.813,0.868,31,64,18.618,0.998,26,60,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,tarsus,before independence,8,16,0.5,male,NA,yes,offspring,57,123,NA,NA,NA,NA,NA,NA,NA,offspring,17.512,1.159,31,57,18.097,0.868,26,62,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,tarsus,before independence,12,16,0.75,female,NA,yes,offspring,56,123,NA,NA,NA,NA,NA,NA,NA,offspring,19.218,0.658,30,63,19.589,0.483,26,60,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815586,GR_L_10,Lab_ID_23,Population_ID_10,NA,Transient growth-enhancing effects of elevated maternal thyroid hormones at no apparent oxidative cost during early postnatal period,2019,Hsu; B.-Y. and Doligez; B. and Gustafsson; L. and Ruuskanen; S.,Ruuskanen,Journal of Avian Biology,10.1111/jav.01919,Ficedula albicollis,altricial,6.31,0.67,0.05,NA,NA,Gotland; Sweden,57.17,18.33,NA,2017,experimental,NA,NA,NA,NA,NA,NA,NA,TH3 and TH4,NA,NA,NA,NA,0.75 and 2.74,0.20 and 0.42,SD,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6.31,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma-Aldrich,NA,3.49,NA,2,NA,NA,offspring,NA,tarsus,before independence,12,16,0.75,male,NA,yes,offspring,56,119,NA,NA,NA,NA,NA,NA,NA,offspring,19.302,0.578,30,57,19.305,0.525,26,62,no,NA,SD,NA,data sent by the author,data sent,complete,no,"Mean clutch size was calculated from supplementary materials table 1; the final models were those that had significant fixed factor (i.e..; the basic model has at least 4 factors and they leave/keep 2 other factors depending on whether they were significant or not). since there is no table; ; i wrote ""NA""",NA,LM,LM,(a) I think the mean and SE from Figures 2 and 3 are also from mixed models. Double check this with authors.,I got the info about longitude and latitude from the other papers that worked with the same population in Gotland. ,Authors replied and send us the required data,NA,no,no,no,Mean
yes,rayyan-123815588,GR_P_22,Lab_ID_25,Population_ID_11,NA,Turning a deaf ear: a test of the manipulating androgens hypothesis in house wrens,2011,Barnett; Craig A. and Clairardin; Sandrine G. and Thompson; Charles F. and Sakaluk; Scott K.,Sakaluk,Animal Behaviour ,10.1016/j.anbehav.2010.09.019,Troglodytes aedon,altricial,4.5,NA,0.366,1 & 2 & 3,3,McLean County; Illinois; USA,40.66,-88.89,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,albumen,testosterone,ng,NA,2,4.17,47.9616307,2,within natural range,plant oil,offspring,NA,offspring survival,before independence,9,17,0.529411765,NA,NA,no,clutch,NA,NA,t-test,1,0.211,44,0.834,p-value,positive,clutch,4.5,0.366,NA,NA,4.6,0.33,NA,NA,no,NA,SE,NA,p114,text,incomplete,no,NA,NA,LM,PD; LM,Added survival at day 9 (I had missed it because calculated very strangely as brood size at day 9).,NA,NA,NA,no,no,no,Mean
yes,rayyan-123815588,GR_P_22,Lab_ID_25,Population_ID_11,NA,Turning a deaf ear: a test of the manipulating androgens hypothesis in house wrens,2011,Barnett; Craig A. and Clairardin; Sandrine G. and Thompson; Charles F. and Sakaluk; Scott K.,Sakaluk,Animal Behaviour ,10.1016/j.anbehav.2010.09.019,Troglodytes aedon,altricial,4.5,NA,0.366,1 & 2 & 3,3,McLean County; Illinois; USA,40.66,-88.89,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,albumen,testosterone,ng,NA,2,4.17,47.9616307,2,within natural range,plant oil,offspring,NA,fledgling success,before independence,12,17,0.705882353,NA,NA,yes,clutch,NA,NA,F-test (Wilks’ lambda - MANOVA),NA,1.444,45,0.243,p-value,unclear,clutch,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,p117,text,incomplete,no,NA,"""there were no differences in nest success based on treatment
(Wilks’ lambda: F3;45 ¼ 1.444; P ¼ 0.243; h2 ¼ 0.088)""",LM,LM,NA,The number of predictors in the model is not clear since they run an initial model with several variables; but they eliminate them if not stastistically significant. Final models are not reported. In the text; the authors report the different in nestlings mass throuout the nestling period (i.e.; they consider different sampling dates to estimate if the treatment had any effect). No sample sizes are reported! The authors report nest success (that here I write as fledgling success); but I do not fully understand what is the difference between this value and the ones they report in Table 1. ,NA,NA,no,no,no,F-test (Wilks’ lambda - MANOVA)
yes,rayyan-123815588,GR_P_22,Lab_ID_25,Population_ID_11,NA,Turning a deaf ear: a test of the manipulating androgens hypothesis in house wrens,2011,Barnett; Craig A. and Clairardin; Sandrine G. and Thompson; Charles F. and Sakaluk; Scott K.,Sakaluk,Animal Behaviour ,10.1016/j.anbehav.2010.09.019,Troglodytes aedon,altricial,4.5,NA,0.366,1 & 2 & 3,3,McLean County; Illinois; USA,40.66,-88.89,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,albumen,testosterone,ng,NA,2,4.17,47.9616307,2,within natural range,plant oil,mother,hatching success,NA,NA,0,17,0,NA,NA,yes,offspring,NA,NA,F-test (MANOVA),5,0.557,47,0.459,p-value,unclear,offspring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p117,Table 1,incomplete,no,sample sizes are never mentioned in the paper for these variables.  Not entirely sure is at offspring or clutch level.,NA,PBD,PD; LM,NA,NA,NA,NA,no,no,no,F-test (MANOVA)
yes,rayyan-123815588,GR_P_22,Lab_ID_25,Population_ID_11,NA,Turning a deaf ear: a test of the manipulating androgens hypothesis in house wrens,2011,Barnett; Craig A. and Clairardin; Sandrine G. and Thompson; Charles F. and Sakaluk; Scott K.,Sakaluk,Animal Behaviour ,10.1016/j.anbehav.2010.09.019,Troglodytes aedon,altricial,4.5,NA,0.366,1 & 2 & 3,3,McLean County; Illinois; USA,40.66,-88.89,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,albumen,testosterone,ng,NA,2,4.17,47.9616307,2,within natural range,plant oil,offspring,NA,offspring survival,before independence,12,17,0.705882353,NA,NA,yes,offspring,NA,NA,F-test (MANOVA),5,3.212,47,0.08,p-value,positive,offspring,0.665,0.0888,NA,NA,0.855,0.0602,NA,NA,no,NA,SE,NA,p117,text + Table 1,incomplete,no,sample sizes are never mentioned in the paper for these variables. Not entirely sure is at offspring or clutch level.,NA,PBD,PD; LM,NA,NA,NA,NA,no,no,no,Mean
yes,rayyan-123815588,GR_P_22,Lab_ID_25,Population_ID_11,NA,Turning a deaf ear: a test of the manipulating androgens hypothesis in house wrens,2011,Barnett; Craig A. and Clairardin; Sandrine G. and Thompson; Charles F. and Sakaluk; Scott K.,Sakaluk,Animal Behaviour ,10.1016/j.anbehav.2010.09.019,Troglodytes aedon,altricial,4.5,NA,0.366,1 & 2 & 3,3,McLean County; Illinois; USA,40.66,-88.89,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,albumen,testosterone,ng,NA,2,4.17,47.9616307,2,within natural range,plant oil,offspring,NA,fledgling success,before independence,16,17,0.941176471,NA,NA,yes,offspring,NA,NA,F-test (MANOVA),5,1.163,47,0.286,p-value,unclear,offspring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p117,Table 1,incomplete,no,sample sizes are never mentioned in the paper for these variables. Not entirely sure is at offspring or clutch level.,NA,PBD,PD; LM,NA,NA,NA,NA,no,no,no,F-test (MANOVA)
yes,rayyan-123815602,GR_P_23,Lab_ID_15,Population_ID_16,NA,Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings,2005,Navara; K.J. and Hill; G.E. and Mendona; M.T.,Mendona,Physiological and Biochemical Zoology,10.1086/430689,Sialia sialis,altricial,NA,NA,NA,NA,NA,Lee County; Alabama; USA,NA,NA,NA,2003,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ug,NA,3,NA,NA,NA,supraphysiological,plant oil,mother,hatching success,NA,NA,NA,NA,NA,NA,NA,yes (some eggs excluded because of bacterial infections),clutch,20,NA,Chi-square,NA,5.38,NA,<0.025,p-value,negative,clutch,0.7,0.26,13,NA,0.35,0.26,7,NA,yes,SC_P_6,SD,In the figure is SE but the Rpackage returns the SD,p573,figure1+text,complete,no,NA,"These injection amounts were based on yolk levels found in bluebird eggs collected from the study site in the previous year; which were found to vary from 2.9 ng/yolk to 240 ng/yolk (K. J. Navara; unpublished data) (hence even the ""low"" dose is supraphysiologic)",PBD,PD; LM,NA,NA,The authors do not have the data anymore.,NA,no,no,no,Mean
yes,rayyan-123815602,GR_P_23,Lab_ID_15,Population_ID_16,NA,Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings,2005,Navara; K.J. and Hill; G.E. and Mendona; M.T.,Mendona,Physiological and Biochemical Zoology,10.1086/430689,Sialia sialis,altricial,NA,NA,NA,NA,NA,Lee County; Alabama; USA,NA,NA,NA,2003,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ug,NA,0.3,NA,NA,NA,supraphysiological,plant oil,mother,hatching success,NA,NA,NA,NA,NA,NA,NA,yes (some eggs excluded because of bacterial infections),clutch,25,NA,Chi-square,NA,4.06,NA,<0.05,p-value,negative,clutch,0.7,0.26,13,NA,0.4,0.64,12,NA,yes,SC_P_6,SD,In the figure is SE but the Rpackage returns the SD,fig1; p573,figure1+text,complete,no,NA,NA,PBD,PD; LM,NA,NA,The authors do not have the data anymore.,NA,no,no,no,Mean
yes,rayyan-123815602,GR_P_23,Lab_ID_15,Population_ID_16,NA,Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings,2005,Navara; K.J. and Hill; G.E. and Mendona; M.T.,Mendona,Physiological and Biochemical Zoology,10.1086/430689,Sialia sialis,altricial,NA,NA,NA,NA,NA,Lee County; Alabama; USA,NA,NA,NA,2003,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ug,NA,3,NA,NA,NA,supraphysiological,plant oil,offspring,NA,mass,before independence,14,NA,NA,NA,NA,no,clutch,14,NA,ANOVA + post hoc z-score,NA,NA,NA,0.013,p-value; I think it's z-score but it's not stated,positive,clutch,27.98,2.11,9,NA,30.43,1.57,5,NA,yes,SC_P_7,SD,In the figure is SE but the Rpackage returns the SD,p573; p574,figure3+text,complete,yes,They used brood averages in all analysis,NA,PBD,PD; LM,NA,NA,The authors do not have the data anymore.,NA,no,no,no,Mean
yes,rayyan-123815602,GR_P_23,Lab_ID_15,Population_ID_16,NA,Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings,2005,Navara; K.J. and Hill; G.E. and Mendona; M.T.,Mendona,Physiological and Biochemical Zoology,10.1086/430689,Sialia sialis,altricial,NA,NA,NA,NA,NA,Lee County; Alabama; USA,NA,NA,NA,2003,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ug,NA,0.3,NA,NA,NA,supraphysiological,plant oil,offspring,NA,mass,before independence,14,NA,NA,NA,NA,no,clutch,16,NA,NA,NA,NA,NA,NA,NA,negative,clutch,27.98,2.11,9,NA,27.27,2.17,7,NA,yes,SC_P_7,SD,In the figure is SE but the Rpackage returns the SD,p573; p574,figure3+text,complete,yes,They used brood averages in all analysis,NA,PBD,PD; LM,NA,NA,The authors do not have the data anymore.,NA,no,no,no,Mean
