"Include","StudyID","GroupID","LaboratoryID","PopulationID","EffectID","Title","Year","Authors_all","Lab_PI","Journal","DOI","Species","Developmental_mode","Mean_clutch_size","SD_clutch_size","SE_clutch_size","Focal_clutch_number","Max_clutch_number","Study_area","Lat_study_area","Long_study_area","Elev_study_area","Year_collection","Study_type","Egg_n_collected","Time_collection","Egg_sampl_method","Egg_store","Egg_homog","Egg_homog_name","Site_horm_measured","Horm_measured","Horm_extracted_colum","Method_horm_meas","AntibodyKit","Horm_units","Horm_mean","Horm_Var","Horm_Var_Type","Exp_mother_egg","Method_mother_exp","Type_mother_exp","Horm_mother_exp","Horm_mother_units","Horm_mother_lab","Horm_mother_applied_dose","Horm_mother_mean_nat","Horm_mother_dose_exp","Horm_mother_SD","Horm_mother_cateogrical_dose","Time_mother_exp","Egg_order_exp","Egg_n_exp","Percent_egg_exp","Time_egg_exp","Method_egg_exp","Site_egg_exp","Horm_egg_exp","Horm_egg_units","Horm_egg_lab","Horm_egg_applied_dose","Horm_egg_mean_nat","Horm_egg_dose_exp","Horm_egg_SD","Horm_egg_cateogrical_dose","Solvent_egg_used_exp","Fitness_trait","Fitness_mother","Fitness_offs","Off_life_stage","Off_age","Off_average_nesting_time","Off_relative_age","Off_sex","Blind_data_recording","Partial_or_selective_data_rep","TestStat_N_level","TestStat_N_clutch","TestStat_N_off","TestStat_Type","TestStat_NumberOfPredictors","TestStat_Value","TestStat_df","TestStat_p","TestStat_p_comment","TestDirection","Exp_N_level","Control_Mean","Control_Var","Control_N_clutch","Control_N_off","Exp_Mean","Exp_Var","Exp_N_clutch","Exp_N_off","Shared_control","Shared_control_ID","Var_type","Var_type_comment","DataReporting","Raw","Notes","Quotes","ExtractionID","Extraction_check_observer","Extraction_check_notes","Reply_LM","Comments_after_author_response","Final_exclusion_paper_why","Least_square_means","Cross_fostering","Incubation_prior","Effect_size_type","stats_n_total","stats_n_df","control_n_total","exp_n_total","raw_n","datasubset","cor","cor_var","sd_control","sd_exp","n_control_surv","n_control_no_surv","n_exp_surv","n_exp_no_surv","final_n","DataSourceLocation","Hormone_measured_unique","Hormone_measured_general"
"yes","rayyan-123814809","GR_N_07","Lab_ID_4","Population_ID_10",2,"Long-term effects of yolk androgens on phenotype and parental feeding behavior in a wild passerine","2012","Ruuskanen; Suvi and Doligez; Blandine and Gustafsson; Lars and Laaksonen; Toni","Doligez","Behavioral Ecology and Sociobiology","10.1007/s00265-012-1373-9","Ficedula albicollis","altricial",6.5,NA,NA,NA,NA,"Gotland; Sweden",57.17,18.33,NA,"2007","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","6.5",100,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Fluka; Switzerland","65.2","75.5",86.35761589,3.1,"within natural range (but probably not for all)","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","210",NA," Chi-square",1,1.32,1,"0.25","p-value","negative","clutch",74.1,23,NA,NA,70.2,24.3,NA,NA,NA,NA,"SD",NA,"incomplete","no","sample size per group missing",NA,"MNA","LM","The authors explain that it is probably the case that for some eggs that already have natural high concentrations of androgens; the treatment went above the natural androgen range.",NA,"The authors sent us the raw data to check for this. But the sample size reported in the paper strongly differs from the one of the raw data (>~40 chicks less reportes in the paper than the data). The authors do not remember what might explain this difference. This is why I did not extracted the data from the paper.",NA,"no","no","no","Chi-square",210,2,NA,NA,NA,"stats_clutch",-0.0792824967172092,0.00472472766331413,NA,NA,NA,"NA",NA,NA,210,"text; p1204","androstenedione and testosterone","androgens"
"yes","rayyan-123815690","GR_L_05","Lab_ID_2","Population_ID_20",7,"Yolk testosterone shapes the expression of a melanin-based signal in great tits: An antioxidant-mediated mechanism?","2010","Galvan; I. and Alonso-Alvarez; C.","Alonso-Alvarez","Journal of Experimental Biology","10.1242/jeb.045096","Parus major","altricial",NA,NA,NA,NA,NA,"Miraflores de la Sierra; Sierra de Guadarrama; Madrid; Spain",40.82,-3.77,1352,"2008","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","NA ",100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ng","Steraloids; USA","26",NA,NA,NA,"within natural range","plant oil","mother","hatching failure",NA,"hatching","0",NA,NA,NA,NA,NA,"clutch","42",NA,"Chi-square",1,2.93,1,"0.09","p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","no","The authors reported hatching failure and a statistical estimate. So there's no way to change the variable name (so it can follow within some of the categories we already established). WATCH OUT DIRECTIONAILITY OF THE TEST - Treated clutches have a higher failure than control clutches: this is why test direction is negative (direction in relation to the reference that is control). ",NA,"LM","AST","Some comments: (1)  I am unsure whether this row should be called ""hatching number"". It says hatching failure; so I wonder whether this is more of a comparison of proportions of hatching failure between control and treatment nests. I played around in R and they seem to have run something like: chisq.test(as.matrix(cbind(c(13;9);c(6;14)));simulate.p.value = TRUE); and thus; this is also at the nest level and therefore a mother's trait? (2) Var should be set to NA since it says that it is an absolute percentage (although is it really a percentage; 13 are 6 are simply the nests that survived out of the 22 and the 20. (3) Wouldn't it be better to extract the chi-square for the nonpredated nests; since that value would be more representative of what we want to measure here OR did you choose the other because the number of nonpredated nests is not clear? (4) I do not think we can conclude that the number of nests for the tests based on nests producing fledgelings is 19 (13+6) because it could be lower if some of those nests that survived did not produce fledglings but only eggs; isn't it? Unless you think that those 13 and 6 are defined implicitly as nests producing fledglings rather than simply nests producing some hatchlings. I could not say from my reading. ","(1) True. I divided this info into 2 rows - one infow ith hatching failure (this line); and the other one with the number of offspring that hatch (next line). Important: the chi-square presented here is from non-predated nests. (2) I modified this. (3) yes; modified. (4) Yes; I understood that the final clutches produced fledlgings. But I will contact the authors to check if the number of clutches that we reported are correct. ","No response by the authors",NA,"no","no","no","Chi-square",42,2,NA,NA,NA,"stats_clutch",-0.264124790131303,0.0211059247276146,NA,NA,NA,"NA",NA,NA,42,"text; p3128","testosterone","androgens"
"yes","rayyan-123814924","GR_N_09","Lab_ID_31","Population_ID_6",11,"Maternal modulation of natal dispersal in a passerine bird: An adaptive strategy to cope with parasitism?","2007","Tschirren; Barbara and Fitze; Patrick S. and Richner; Heinz","Tschirren","American Naturalist","10.1086/509945","Parus major","altricial",NA,NA,NA,NA,NA,"Bern; Switzerland",46.9,7.28,NA,"2002","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","8",100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ng","Fluka; Switzerland","30",NA,NA,NA,"within natural range","plant oil","mother","hatching success",NA,NA,"0",21,0,NA,NA,NA,"offspring",NA,623,"Chi-Square",NA,0.473,NA,"0.492","p-value","positive","offspring",79.2,NA,NA,NA,80.3,NA,NA,NA,NA,NA,NA,"Absolute percentage; no variance","complete","no","no information on: general means and se/sd; raw data; degrees of freedom | the whole paper is about natal dispersal (dependent variable in most analyses) and how hormones and parasites affect this; they clearly found nothing on the hormones; so the negative results are not reported at all | IF WHAT IS REPORTED IS ENOUGH; I WOULD INCLUDE THIS STUDY",NA,"MNA","LM","Percentage of hatching success reported (not only the test; but also the %). ",NA,NA,NA,"no","no","no","Chi-square",623,NA,NA,NA,NA,"stats_offspring",0.0275541201004575,0.00160527671601361,NA,NA,NA,"NA",NA,NA,623,"text; p89","testosterone","androgens"
"yes","rayyan-123815690","GR_L_05","Lab_ID_2","Population_ID_20",34,"Yolk testosterone shapes the expression of a melanin-based signal in great tits: An antioxidant-mediated mechanism?","2010","Galvan; I. and Alonso-Alvarez; C.","Alonso-Alvarez","Journal of Experimental Biology","10.1242/jeb.045096","Parus major","altricial",NA,NA,NA,NA,NA,"Miraflores de la Sierra; Sierra de Guadarrama; Madrid; Spain",40.82,-3.77,1352,"2008","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","NA ",100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ng","Steraloids; USA","26",NA,NA,NA,"within natural range","plant oil","mother","hatching probability",NA,"hatching",NA,NA,NA,NA,NA,"yes","clutch","19",NA,"z-test",1,-1.22,NA,"0.219","p-value","negative","clutch",NA,NA,13,NA,NA,NA,6,NA,"no",NA,NA,NA,"complete","no","They did a subanalisis here of the previous information - i.e.; from those nests that had at least one fledgling (n control = 13; n exp = 6); they then compared hatching proportions. ",NA,"LM","AST","TestStat_Value has a direction already no need to specify it as negative. Why is this assigned as mother fitness and the one above offspring? I think that the one above might also be mother; depending on how they fitted their model.","I prefer to leave it like this; so we can have this information already here (and we do not need to extract it later on from the estimates)","No response by the authors",NA,"no","no","no","z-test",19,NA,NA,NA,NA,"stats_clutch",-0.279887195322085,0.0471923875900277,NA,NA,NA,"NA",NA,NA,19,"text; p3128","testosterone","androgens"
"yes","rayyan-123815602","GR_P_23","Lab_ID_15","Population_ID_16",206,"Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings","2005","Navara; K.J. and Hill; G.E. and Mendona; M.T.","Mendona","Physiological and Biochemical Zoology","10.1086/430689","Sialia sialis","altricial",NA,NA,NA,NA,NA,"Lee County; Alabama; USA",NA,NA,NA,"2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ug",NA,"3",NA,NA,NA,"supraphysiological","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"yes (some eggs excluded because of bacterial infections)","clutch","20",NA,"Chi-square",NA,5.38,NA,"<0.025","p-value","negative","clutch",0.7,0.26,13,NA,0.35,0.26,7,NA,"yes","SC_P_6","SD","In the figure is SE but the Rpackage returns the SD","complete","no",NA,"These injection amounts were based on yolk levels found in bluebird eggs collected from the study site in the previous year; which were found to vary from 2.9 ng/yolk to 240 ng/yolk (K. J. Navara; unpublished data) (hence even the ""low"" dose is supraphysiologic)","PBD","PD; LM",NA,NA,"The authors do not have the data anymore.",NA,"no","no","no","Mean",NA,NA,6.5,7,NA,"means_clutch",-0.738438175456678,0.0404510107557051,0.26,0.26,NA,"NA",NA,NA,13.5,"figure1+text; p573","testosterone","androgens"
"yes","rayyan-123815602","GR_P_23","Lab_ID_15","Population_ID_16",207,"Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings","2005","Navara; K.J. and Hill; G.E. and Mendona; M.T.","Mendona","Physiological and Biochemical Zoology","10.1086/430689","Sialia sialis","altricial",NA,NA,NA,NA,NA,"Lee County; Alabama; USA",NA,NA,NA,"2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ug",NA,"0.3",NA,NA,NA,"supraphysiological","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"yes (some eggs excluded because of bacterial infections)","clutch","25",NA,"Chi-square",NA,4.06,NA,"<0.05","p-value","negative","clutch",0.7,0.26,13,NA,0.4,0.64,12,NA,"yes","SC_P_6","SD","In the figure is SE but the Rpackage returns the SD","complete","no",NA,NA,"PBD","PD; LM",NA,NA,"The authors do not have the data anymore.",NA,"no","no","no","Mean",NA,NA,6.5,12,NA,"means_clutch",-0.345794481106866,0.0779519924432317,0.26,0.64,NA,"NA",NA,NA,18.5,"figure1+text; fig1; p573","testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",210,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","46","64",71.875,2,NA,"plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch",NA,238,NA,NA,NA,NA,NA,NA,NA,"offspring",67.58241758,0.4693573,NA,182,76.78571429,0.42602055,NA,56,"yes","SC_P_9","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,60.6666666666667,56,NA,"means_offspring",1.24804970347604,0.000615152430151156,0.4693573,0.42602055,NA,"NA",NA,NA,116.666666666667,"text; table S1; data sent by the author; sample sizes in supplementary table","androstenedione and testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",211,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","92","64",143.75,4,NA,"plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch",NA,252,NA,NA,NA,NA,NA,NA,NA,"offspring",67.58241758,0.4693573,NA,182,58.57142857,0.49615499,NA,70,"yes","SC_P_9","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,60.6666666666667,70,NA,"means_offspring",-1.24804117590646,0.000554773324685568,0.4693573,0.49615499,NA,"NA",NA,NA,130.666666666667,"text; table S2; data sent by the author; sample sizes in supplementary table","androstenedione and testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",212,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","184","64",287.5,8,NA,"plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch",NA,252,NA,NA,NA,NA,NA,NA,NA,"offspring",67.58241758,0.4693573,NA,182,65.2173913,0.47976977,NA,69,"yes","SC_P_9","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,60.6666666666667,69,NA,"means_offspring",-1.16531158873189,0.000557393144491506,0.4693573,0.47976977,NA,"NA",NA,NA,129.666666666667,"text; table S3; data sent by the author; sample sizes in supplementary table","androstenedione and testosterone","androgens"
"yes","rayyan-123814142","GR_L_06","Lab_ID_6","Population_ID_32",213,"Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine","2015","Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Evolutionary Biology","10.1111/jeb.12668","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2011","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5",100,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma-Aldrich; Germany","92","64",143.75,4,"within natural range","plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch","189",NA,"Chi-square",1,0.15,1,"0.659","p-value","negative","clutch",69.6296296,0.46042502,90,NA,69.2134831,0.46212999,99,NA,"no",NA,"SD",NA,"complete","no","Modal clutch size is 5;  information on normal (non-injected at all) hatching success is reported. But since there is no info to link with natural levels of yolk hormones; I did not include this info in the excel. The info is incomplete because the authors do not provide info on the direction of the test. ",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Mean",NA,NA,90,99,NA,"means_clutch",-0.517431945757751,0.0051849264501048,0.46042502,0.46212999,NA,"NA",NA,NA,189,"text; p1480; data sent by author","androstenedione and testosterone","androgens"
"yes","rayyan-123814142","GR_L_06","Lab_ID_6","Population_ID_32",214,"Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine","2015","Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Evolutionary Biology","10.1111/jeb.12668","Sturnus unicolor","altricial",5,NA,NA,"replacement (fem that had the first clutch predated)",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2011","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5",100,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma-Aldrich; Germany","92","64",143.75,4,"within natural range","plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch","74",NA,"Chi-square",1,0.07,1,"0.784","p-value","negative","clutch",71.942446,0.45090532,38,NA,61.9047619,0.48755952,36,NA,"no",NA,"SD",NA,"complete","no","Modal clutch size is 5; information on normal (non-injected at all) hatching success is reported. But since there is no info to link with natural levels of yolk hormones; I did not include this info in the excel. The info is incomplete because the authors do not provide info on the direction of the test. ",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Mean",NA,NA,38,36,NA,"means_clutch",-1.24827809011856,0.000972039494395702,0.45090532,0.48755952,NA,"NA",NA,NA,74,"text; p1480; data sent by author","androstenedione and testosterone","androgens"
"yes","rayyan-123814142","GR_L_06","Lab_ID_6","Population_ID_32",215,"Context-dependent effects of yolk androgens on nestling growth and immune function in a multibrooded passerine","2015","Muriel; J. and Salmon; P. and Nunez-Buiza; A. and de Salas; F. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Evolutionary Biology","10.1111/jeb.12668","Sturnus unicolor","altricial",5,NA,NA,"2",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2011","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5",100,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma-Aldrich; Germany","92","64",143.75,4,"within natural range","plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch","140",NA,"Chi-square",1,0.01,1,"0.896","p-value","positive","clutch",54.3933054,0.49911141,62,NA,60.1823708,0.4902678,78,NA,"no",NA,"SD",NA,"complete","no","Modal clutch size is 5; information on normal (non-injected at all) hatching success is reported. But since there is no info to link with natural levels of yolk hormones; I did not include this info in the excel. The info is incomplete because the authors do not provide info on the direction of the test. ",NA,"LM","LM",NA,NA,NA,NA,"no","yes (brood manipulation)","no","Mean",NA,NA,62,78,NA,"means_clutch",1.24010692052243,0.000530439866337666,0.49911141,0.4902678,NA,"NA",NA,NA,140,"text; p1480; data sent by author","androstenedione and testosterone","androgens"
"yes","rayyan-123814355","GR_P_10","Lab_ID_7","Population_ID_5",219,"Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species","2016","Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.","Groothuis","Hormones and Behavior","10.1016/j.yhbeh.2016.03.006","Parus major","altricial",NA,NA,NA,"1",NA,"Bennekom; The Netherlands",51.998056,5.676389,NA,"2014","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ng","1.074",NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","TH3 and TH4","ng","Sigma; Germany","0.66","1.074",61.45251397,2,"within natural range","saline with no or less than 1% ethanol","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","62",420,"Chi-square (generalized linear model)",1,0.12,NA,"0.38","p-value","positive","clutch",49.8,22.8,30,198,50.3,19.1,32,222,"no",NA,"SD","Percentage; with variance","complete","no","It is written that data will be made available in Dryad but they are not",NA,"PBD","LM; ASF","even though we don't have info on clutch size; since all eggs from a clutch were modified we wrote 100. SD of the egg injection was 1 (not 1.18 which was the value that the person that extracted the data wrote). We define the dataset as ""complete"" because we have all data to calculate the effect size",NA,NA,NA,"no","no","no","Mean",NA,NA,30,32,NA,"means_clutch",0.0151842282663009,0.025756616948597,22.8,19.1,NA,"NA",NA,NA,62,"text; p41","TH3 and TH4","TH3 and TH4"
"yes","rayyan-123815076","GR_P_16","Lab_ID_20","Population_ID_4",257,"Optimizing the trade-off between offspring number and quality in unpredictable environments: Testing the role of differential androgen transfer to collared flycatcher eggs","2013","Rice; Amber M. and Vallin; Niclas and Kulma; Katarzyna and Arntsen; Hanna and Husby; Arild and Tobler; Michael and Qvarnstrom; Anna","Qvarnstrom","Hormones and Behavior","10.1016/j.yhbeh.2013.03.019","Ficedula albicollis","altricial",6,NA,NA,"1",NA,"Baltic Island of Öland; Sweden",57.166667,16.966667,NA,"2008","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","6",100,"early stages of incubation","injection","yolk","androstenedione and testosterone","ng",NA,"16",NA,NA,1,"within natural range","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"yes","clutch",NA,NA,NA,NA,NA,NA,NA,NA,NA,"clutch",0.8,0.32,26,NA,0.58,0.27,53,NA,"no",NA,"SD",NA,"complete","no","The authors initially injected eggs from more clutches; but they did not hatch because of problems during e.g. handling. This is why I considered only the hatching success of control vs experimental groups (the later combines all egg injected and only the last 2 eggs injected).","""Collected eggs were placed in an incubator at a constant temperature (37 °C) and kept there for 1.65 ± 0.99 days (mean ± SD) (range 1–6 days)""","PBD","LM","Summed Andro and Test.","On the 4th day of incubation; eggs were placed in an incubator for some days. This was to to ensure that manipulated eggs were at the same developmental stage. Experimental group composed by clucthes were all eggs were injected and eggs were only the two last eggs were injected",NA,NA,"no","no","yes","Mean",NA,NA,26,53,NA,"means_clutch",-0.444935046666974,0.0155649791867278,0.32,0.27,NA,"NA",NA,NA,79,"text; p815","androstenedione and testosterone","androgens"
"yes","rayyan-123815313","GR_L_13","Lab_ID_13","Population_ID_35",263,"Sex-specific effects of yolk androgens on begging behavior and digestion in pied flycatchers","2013","Ruuskanen; S. and Laaksonen; T."," Laaksonen","Journal of Avian Biology","10.1111/j.1600-048X.2013.00073.x","Ficedula hypoleuca","altricial",NA,NA,NA,"1",1,"Turku; Finland",60.43,22.18,NA,"2008","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","6",100,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Fluka","60.6","40.2",150.7462687,3.35,"within natural range","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"no","clutch","57",NA,"Chi-square ",NA,1.1,NA,"0.29","p-value","positive","clutch",70.3,18.1,26,NA,76.1,17.1,31,NA,"no",NA,"SD",NA,"complete","no","Mode clutch size = 6 eggs. The manipulation was done 100% to the clutch (but the calculations show VALUE error because mean clutch size is not reported)",NA,"LM","LM","I obtained the test direction from the reported %",NA,NA,NA,"no","no","no","Mean",NA,NA,26,31,NA,"means_clutch",0.20745538198005,0.0262816785294439,18.1,17.1,NA,"NA",NA,NA,57,"text; p333","androstenedione and testosterone","androgens"
"yes","rayyan-123815674","GR_N_21","Lab_ID_23","Population_ID_35",264,"Yolk hormones have sex-specific long-term effects on behavior in the pied flycatcher (Ficedula hypoleuca)","2010","Ruuskanen; Suvi and Laaksonen; Toni","Ruuskanen","Hormones and Behavior","10.1016/j.yhbeh.2009.09.017","Ficedula albicollis","altricial",6,NA,NA,"1",NA,"Turku; Finland",60.43,22.17,NA,"2008-2009","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","6",100,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Fluka; Switzerland","60.6","16.7",NA,3.2,"within natural range","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,NA,"offspring","57",NA,"F-test",NA,1.47,54,"0.23","p-value","positive","clutch",70.3,18.1,26,NA,76.1,17.1,31,NA,"no",NA,"SD",NA,"complete","no",NA,NA,"MNA","LM",NA,NA,NA,NA,"no","no","no","Mean",NA,NA,26,31,NA,"means_clutch",0.20745538198005,0.0262816785294439,18.1,17.1,NA,"NA",NA,NA,57,"text; p120","androstenedione and testosterone","androgens"
