key,title,authors,journal,issn,volume,issue,pages,day,month,year,publisher,pmc_id,pubmed,url,abstract,notes
K.U.00C3..U.00A4.rkk.U.00C3..U.00A4.inen2021,"Interplays between pre-and post-natal environments affect early-life mortality, body mass and telomere dynamics in the wild","KÃ¤rkkÃ¤inen, T. and Teerikorpi, P. and Schuett, W. and Stier, A. and Laaksonen, T.",Journal of Experimental Biology,220949,224,1,NA,,,2021,Company of Biologists Ltd,,,10.1242/jeb.231290,"Early-life conditions are crucial determinants of phenotype and fitness. The effects of pre- and post-natal conditions on fitness prospects have been widely studied but their interactive effects have received less attention. In birds, asynchronous hatching creates challenging developmental conditions for the last-hatched chicks, but differential allocation in last-laid eggs might help to compensate this initial handicap. The relative importance and potential interaction between pre- and post-hatching developmental conditions for different fitness components remains mostly unknown. We manipulated hatching order in wild pied flycatchers (Ficedula hypoleuca), creating three groups: natural asynchrony (last-laid eggs hatching last), reversed asynchrony (last-laid eggs hatching first) and hatching synchrony (all eggs hatching at once). We examined the effects of these manipulations on early-life survival, growth and telomere length, a potential cellular biomarker of fitness prospects. Mortality was mostly affected by hatching order, with lasthatched chicks being more likely to die. Early-life telomere dynamics and growth were influenced by the interplays between laying and hatching order. Last-laid but first-hatched chicks were heavier but had shorter telomeres 5 days after hatching than their siblings, indicating rapid early growth with potential adverse consequences on telomere length. Synchronous chicks did not suffer any apparent cost of hatching synchronously. Impaired phenotypes only occurred when reversing the natural hatching order (i.e. developmental mismatch), suggesting that maternal investment in last-laid eggs might indeed counterbalance the initial handicap of last-hatched chicks. Our experimental study thus highlights that potential interplays between pre- and post-natal environments are likely to shape fitness prospects in the wild. Â© 2021. Published by The Company of Biologists Ltd. ",
Giraldo.Deck2022,Intralocus conflicts associated with a supergene,"Giraldo-Deck, L.M. and Loveland, J.L. and Goymann, W. and Tschirren, B. and Burke, T. and Kempenaers, B. and Lank, D.B. and KÃ¼pper, C.",Nature Communications,20411723,13,1,NA,,,2022,Nature Research,,,10.1038/s41467-022-29033-w,"Chromosomal inversions frequently underlie major phenotypic variation maintained by divergent selection within and between sexes. Here we examine whether and how intralocus conflicts contribute to balancing selection stabilizing an autosomal inversion polymorphism in the ruff Calidris pugnax. In this lekking shorebird, three male mating morphs (Independents, Satellites and Faeders) are controlled by an inversion-based supergene. We show that in a captive population, Faeder females, who are smaller and whose inversion haplotype has not undergone recombination, have lower average reproductive success in terms of laying rate, egg size, and offspring survival than Independent females, who lack the inversion. Satellite females, who carry a recombined inversion haplotype and have intermediate body size, more closely resemble Independent than Faeder females in reproductive performance. We inferred that the lower reproductive output of Faeder females is most likely balanced by higher than average reproductive success of individual Faeder males. These findings suggest that intralocus conflicts may play a major role in the evolution and maintenance of supergene variants. Â© 2022, The Author(s). ",
Sarraude2021,Is maternal thyroid hormone deposition subject to a trade-off between self and egg because of iodine? An experimental study in rock pigeon,"Sarraude, T. and Hsu, B.-Y. and Ruuskanen, S. and Groothuis, T.",Journal of Experimental Biology,220949,224,20,NA,,,2021,Company of Biologists Ltd,,,10.1242/jeb.242203,"Maternal hormones constitute a key signalling pathway for mothers to shape offspring phenotype and fitness. Thyroid hormones (THs; triiodothyronine, T3; and thyroxine, T4) are metabolic hormones known to play crucial roles in embryonic development and survival in all vertebrates. During early developmental stages, embryos exclusively rely on exposure to maternal THs, and maternal hypothyroidism can cause severe embryonic maldevelopment. The TH molecule includes iodine, an element that cannot be synthesised by the organism. Therefore, TH production may become costly when environmental iodine availability is low. This may yield a trade-off for breeding females between allocating the hormones to self or to their eggs, potentially to the extent that it even influences the number of laid eggs. In this study, we investigated whether low dietary iodine may limit TH production and transfer to the eggs in a captive population of rock pigeons (Columba livia). We provided breeding females with an iodine-restricted (Iâˆ’) diet or iodine-supplemented (I+) diet and measured the resulting circulating and yolk iodine and TH concentrations and the number of eggs laid. Our iodine-restricted diet successfully decreased both circulating and yolk iodine concentrations compared with the supplemented diet, but not circulating or yolk THs. This indicates that mothers may not be able to independently regulate hormone exposure for self and their embryos. However, egg production was clearly reduced in the Iâˆ’ group, with fewer females laying eggs. This result shows that restricted availability of iodine does induce a cost in terms of egg production. Whether females reduced egg production to preserve THs for themselves or to prevent embryos from exposure to low iodine and/or THs is as yet unclear. Â© 2021 Company of Biologists Ltd. All rights reserved.",
Bowden202169,Is Thermal Responsiveness Affected by Maternal Estrogens in Species with Temperature-Dependent Sex Determination?,"Bowden, R.M. and Paitz, R.T.",Sexual Development,16615425,15,1,69-79,,,2021,S. Karger AG,,,10.1159/000515187,"In species with temperature-dependent sex determination (TSD), incubation temperatures regulate the expression of genes involved in gonadal differentiation and determine whether the gonads develop into ovaries or testes. For most species, natural incubation conditions result in transient exposure to thermal cues for both ovarian and testis development, but how individuals respond to this transient exposure varies and can drive variation in the resulting sex ratios. Here, we argue that variation in the timing to respond to temperature cues, or thermal responsiveness, is a trait needing further study. Recent work in the red-eared slider turtle (Trachemys scripta) has found that when embryos experience transient exposure to warm conditions (i.e., heatwaves), some embryos show high responsiveness, requiring only short exposures to commit to ovarian development, while others show low responsiveness, developing testes even after more extended exposures to warm conditions. We discuss how maternal estrogens might influence thermal responsiveness for organisms that develop under thermal fluctuations. Examining the interplay of molecular responses to more subtle thermal and endocrine environments may reveal significant insights into the process of sex determination in species with TSD. Â© 2021 S. Karger AG, Basel.",
Aastrup2021,Jackdaw nestlings rapidly increase innate immune function during the nestling phase but no evidence for a trade-off with growth,"Aastrup, C. and Hegemann, A.",Developmental and Comparative Immunology,0145305X,117,NA,NA,,,2021,Elsevier Ltd,,,10.1016/j.dci.2020.103967,"Although animals are born with a protective immune system, even the innate immune system is under development from birth to adulthood and this development may be affected by sex and growth. However, most knowledge comes from captive animals or long-lived slow growing species. Moreover, little is known about how innate immune function, the important first line of defence, develops during early life in fast-growing animals such as free-living passerines. We studied development of innate baseline immune function in nestlings of free-living jackdaws Corvus monedula. We measured four immune parameters (hemolysis, hemagglutination, bacterial-killing capacity, haptoglobin concentration) and structural body size (body mass, wing length, tarsus length) at day 12 and day 29 post-hatching. We found that three out of four immune parameters (hemolysis, hemagglutination, bacterial-killing capacity) substantially increased with nestling age and had roughly reached adult levels shortly prior to fledging. We found little differences in immune development between males and females despite them differing in structural development. We also found no evidence that the nestlings traded off immune development with growth. That nestlings rapidly increase innate baseline immune function during early life and similarly in males and females indicates the importance of a well-functioning immune system already during the nestling phase. Â© 2020 The Author(s)",
Regan2020114,Linking genetic merit to sparse behavioral data: Behavior and genetic effects on lamb growth in Soay sheep,"Regan, C.E. and Pemberton, J.M. and Pilkington, J.G. and Smiseth, P.T. and Wilson, A.J.",Behavioral Ecology,10452249,31,1,114-122,,,2020,Oxford University Press,,,10.1093/beheco/arz166,"Wild quantitative genetic studies have focused on a subset of traits (largely morphological and life history), with others, such as behaviors, receiving much less attention. This is because it is challenging to obtain sufficient data, particularly for behaviors involving interactions between individuals. Here, we explore an indirect approach for pilot investigations of the role of genetic differences in generating variation in parental care. Variation in parental genetic effects for offspring performance is expected to arise from among-parent genetic variation in parental care. Therefore, we used the animal model to predict maternal breeding values for lamb growth and used these predictions to select females for field observation, where maternal and lamb behaviors were recorded. Higher predicted maternal breeding value for lamb growth was associated with greater suckling success, but not with any other measures of suckling behavior. Though our work cannot explicitly estimate the genetic basis of the specific traits involved, it does provide a strategy for hypothesis generation and refinement that we hope could be used to justify data collection costs needed for confirmatory studies. Here, results suggest that behavioral genetic variation is involved in generating maternal genetic effects on lamb growth in Soay sheep. Though important caveats and cautions apply, our approach may extend the ability to initiate more genetic investigations of difficult-to-study behaviors and social interactions in natural populations. Â© 2019 The Author(s) 2019. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology.",
Murphy2020339,Lizard embryos prioritize posthatching energy reserves over increased hatchling body size during development,"Murphy, K.M. and Radder, R.S. and Shine, R. and Warner, D.A.",Physiological and Biochemical Zoology,15222152,93,5,339-346,,,2020,University of Chicago Press,,,10.1086/710053,"Embryonic development in oviparous organisms is fueled by maternally allocated yolk, and many organisms hatch before that energy store is used completely; the resultant leftover (re-sidual) yolk is internalized and may support early posthatching life. However, embryos that use most, or all, of their yolk supply before hatching should hatch at a larger size than those that do not exhaust those energy reserves, which could also have benefits for posthatching growth and survival. To examine the trade-off between residual yolk and offspring size, we experimentally reduced yolk quantity at oviposition in lizard eggs (Amphibolurus mu-ricatus) and then quantified offspring size and the amount of internalized residual yolk. This design enabled us to determine whether embryos (1) exhaust yolk supply during development (thereby maximizing neonatal size) or (2) reduce neonatal size by retaining yolk reserves at hatching. Our data support the latter scenario. Eggs from the yolk-reduced treatment produced smaller offspring with a proportion of residual yolk similar to that of offspring from unmanipulated eggs, suggesting that the fitness benefits of posthatching energy stores outweigh those of larger neonatal size. Â© 2020 by The University of Chicago. All rights reserved.",
X.WOS.000752017100093,"Maternal age and maternal environment affect egg composition, yolk testosterone, offspring growth and behaviour in laying hens","Widowski, Tina M. and Cooley, Leanne and Hendriksen, Simone and Vieira Peixoto, Mariana Roedel Lopez",SCIENTIFIC REPORTS,2045-2322,12,1,NA,,,2022,NATURE PORTFOLIO,,,10.1038/s41598-022-05491-6,"Maternal effects have been reported to alter offspring phenotype in laying hens. In this study, we investigated the effects of maternal environment and maternal age on egg traits and offspring development and behaviour. For this, we ran two experiments. First (E1), commercial hybrid hens were reared either in aviary or barren brooding cages, then housed in aviary, conventional cages or furnished (enriched) cages, thus forming different maternal housing treatments. Hens from each treatment were inseminated at three ages, and measures of egg composition, yolk testosterone concentration and offspring's development, anxiety and fearfulness were assessed. In experiment 2 (E2), maternal age effects on offspring's growth and behaviour were further investigated using fertile eggs from commercial breeder flocks at three different ages. Results from E1 showed that Old hens laid heavier eggs with less yolk testosterone and produced offspring with fewer indicators of anxiety and fearfulness. Maternal rearing and housing affected egg traits, offspring weight and behaviour, but not in a consistent way. Effects of maternal age were not replicated in E2, possibly due to differences in management or higher tolerance to maternal effects in commercial breeders. Overall, our research confirms that maternal age and maternal environment affects egg composition, with maternal age specifically affecting yolk testosterone concentration, which may mediate physical and behavioural effects in offspring.",
Peixoto2021,Maternal age and maternal environment affect stress reactivity and measures of social behaviour in laying hens,"Peixoto, M.R.L.V. and Cooley, L. and Widowski, T.M.",Scientific Reports,20452322,11,1,NA,,,2021,Nature Research,,,10.1038/s41598-021-96323-6,"Maternal effects can shape the phenotypes of offspring, but the extent to which a layer breederâ€™s experience can affect commercial laying hens remains unclear. We aimed to investigate the effects of maternal age and maternal environment on laying hensâ€™ behaviour and stress response. In our first experiment (E1), commercial hybrid hens were reared either in aviary or barren brooding cages, then housed in aviary, conventional cages or furnished (enriched) cages, thus forming different maternal housing treatments. Hens from each treatment were inseminated at three ages, and measures of response to manual restraint and social stress were assessed in offspring. In experiment 2 (E2), maternal age effects on offsprings' stress response were further investigated using fertile eggs from commercial breeder flocks at three ages. In E1, maternal age affected struggling and corticosterone during manual restraint, feather pecking and pulling and comb wounds. Additionally, maternal rearing and housing in aviary systems showed positive effects on measures of behaviour and stress response in offspring. Effects of maternal age were not replicated in E2, possibly due to methodological differences or higher tolerance to maternal effects in commercial breeders. Overall, we recommend researchers report parent stock age to increase comparison across studies and thus our understanding of maternal age effects. Â© 2021, The Author(s). ",
Partecke2020,Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds,"Partecke, J. and Hegyi, G. and Fitze, P.S. and Gasparini, J. and Schwabl, H.",Ecology and Evolution,20457758,NA,NA,NA,,,2020,John Wiley and Sons Ltd,,,10.1002/ece3.6058,"Wildlife inhabiting urban environments exhibit drastic changes in morphology, physiology, and behavior. It has often been argued that these phenotypic responses could be the result of micro-evolutionary changes following the urbanization process. However, other mechanisms such as phenotypic plasticity, maternal effects, and developmental plasticity could be involved as well. To address maternal effects as potential mechanisms, we compared maternal hormone and antibody concentrations in eggs between city and forest populations of European blackbirds (Turdus merula), a widely distributed species for which previous research demonstrated differences in behavioral and physiological traits. We measured egg and yolk mass, yolk concentrations of androgens (androstenedione [A4], testosterone [T], 5Î±-dihydrotestosterone [5Î±-DHT], and immunoglobulins [IgY]) and related them to population, clutch size, laying order, embryo sex, and progress of breeding season. We show (a) earlier onset of laying in the city than forest population, but similar egg and clutch size; (b) higher overall yolk androgen concentrations in the forest than the city population (sex-dependent for T); (c) greater among-female variation of yolk T and 5Î±-DHT concentrations in the forest than city population, but similar within-clutch variation; (d) similar IgY concentrations with a seasonal decline in both populations; and (e) population-specific positive (city) or negative (forest) association of yolk A4 and T with IgY concentrations. Our results are consistent with the hypotheses that hormone-mediated maternal effects contribute to differences in behavioral and physiological traits between city and forest individuals and that yolk androgen and immunoglobulin levels can exhibit population-specific relationships rather than trade-off against each other. Â© 2020 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd. ",
Edwards2021,Maternal effects in mammals: Broadening our understanding of offspring programming,"Edwards, P.D. and Lavergne, S.G. and McCaw, L.K. and Wijenayake, S. and Boonstra, R. and McGowan, P.O. and Holmes, M.M.",Frontiers in Neuroendocrinology,913022,62,NA,NA,,,2021,Academic Press Inc.,,,10.1016/j.yfrne.2021.100924,"The perinatal period is a sensitive time in mammalian development that can have long-lasting consequences on offspring phenotype via maternal effects. Maternal effects have been most intensively studied with respect to two major conditions: maternal diet and maternal stress. In this review, we shift the focus by discussing five major additional maternal cues and their influence on offspring phenotype: maternal androgen levels, photoperiod (melatonin), microbiome, immune regulation, and milk composition. We present the key findings for each of these topics in mammals, their mechanisms of action, and how they interact with each other and with the maternal influences of diet and stress. We explore their impacts in the contexts of both predictive adaptive responses and the developmental origins of disease, identify knowledge gaps and research opportunities in the field, and place a particular emphasis on the application and consideration of these effects in non-model species and natural ecological systems. Â© 2021 Elsevier Inc.",
Fischer2020,"Maternal glucocorticoid levels during incubation predict breeding success, but not reproductive investment, in a free-ranging bird","Fischer, D. and Marrotte, R.R. and Chin, E.H. and Coulson, S. and Burness, G.",Biology Open,20466390,9,10,NA,,,2020,Company of Biologists Ltd,,,10.1242/BIO.045898,"The hormone corticosterone (CORT) has been hypothesized to be linked with fitness, but the directionality of the relationship is unclear. The â€˜CORT-fitness hypothesisâ€™ proposes that high levels of CORT arise from challenging environmental conditions, resulting in lower reproductive success (a negative relationship). In contrast, the CORT-adaptation hypothesis suggests that, during energetically demanding periods, CORT will mediate physiological or behavioral changes that result in increased reproductive investment and success (a positive relationship). During two breeding seasons, we experimentally manipulated circulating CORT levels in female tree swallows (Tachycineta bicolor) prior to egg laying, and measured subsequent reproductive effort, breeding success, and maternal survival. When females were recaptured during egg incubation and again during the nestling stage, the CORT levels were similar among individuals in each treatment group, and maternal treatment had no effect on indices of fitness. By considering variation among females, we found support for the CORT-adaptation hypothesis; there was a significant positive relationship between CORT levels during incubation and hatching and fledging success. During the nestling stage CORT levels were unrelated to any measure of investment or success. Within the environmental context of our study, relationships between maternal glucocorticoid levels and indices of fitness vary across reproductive stages. Â© 2020. Published by The Company of Biologists Ltd ",
Abad2021,Maternal opioid use is reflected on leukocyte telomere length of male newborns,"Abad, F.R.M. and Khalili, P. and Jalali, F. and Pirsadeghi, A. and Nadimi, A.E. and Manshoori, A. and Jalali, Z.",PLoS ONE,19326203,16,12-Dec,NA,,,2021,Public Library of Science,,,10.1371/journal.pone.0261013,"Opioid use accelerates normal aging in adults that raises a question on whether it may trans-generationally affect aging and aging biomarkers in the offspring of users as well? In the present research, we investigated the relative telomere length in umbilical cord blood of newborns born to opioid consuming mothers compared to normal controls. Telomere length shortening is a known biomarker of aging and aging related diseases. Its measure at birth or early in life is considered as a predictor of individual health in adulthood. Here, we performed a case-control study to investigate whether maternal opioid use affects newborns relative telomere length (RTL). 57 mother-newborn dyads were included in this study, 30 neonates with opioid using mothers (OM), and 27 with not-opioid using mothers (NOM)). RTL was measured in leukocyte cells genomic DNA using real-time PCR. The correlation of maternal opioid use with neonates telomer length was assessed using logistic regression analysis. The results displayed a significant association between odds ratio of long RTL and maternal opioid use when sensitivity analysis was performed by neonate sex; where the data indicates significantly increased odds ratio of long leukocyte RTL in association with maternal opioid use in male neonates only. Further work is necessary to assess this association in larger samples and test the potential underlying mechanisms for this observation. Â© 2021 Rahimi Mehdi Abad et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
Cattelan20201207,Maternal predation risk increases offspring's exploration but does not affect schooling behavior,"Cattelan, S. and Herbert-Read, J. and Panizzon, P. and Devigili, A. and Griggio, M. and Pilastro, A. and Morosinotto, C.",Behavioral Ecology,10452249,31,5,1207-1217,,,2020,Oxford University Press,,,10.1093/beheco/araa071,"The environment that parents experience can influence their reproductive output and their offspring's fitness via parental effects. Perceived predation risk can affect both parent and offspring phenotype, but it remains unclear to what extent offspring behavioral traits are affected when the mother is exposed to predation risk. This is particularly unclear in live-bearing species where maternal effects could occur during embryogenesis. Here, using a half-sib design to control for paternal effects, we experimentally exposed females of a live-bearing fish, the guppy (Poecilia reticulata), to visual predator cues and conspecific alarm cues during their gestation. Females exposed to predation risk cues increased their antipredator behaviors throughout the entire treatment. Offspring of mothers exposed to the predation stimuli exhibited more pronounced exploratory behavior, but did not show any significant differences in their schooling behavior, compared to controls. Thus, while maternally perceived risk affected offspring's exploration during early stages of life, offspring's schooling behavior could be influenced more by direct environmental experience rather than via maternal cues. Our results suggest a rather limited role in predator-induced maternal effects on the behavior of juvenile guppies. Â© The Author(s) 2020. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com",
Leivesley2021,Maternal provisioning and fluctuating thermal regimes enhance immune response in a reptile with temperature-dependent sex determination,"Leivesley, J.A. and Rollinson, N.",Journal of Experimental Biology,220949,224,5,NA,,,2021,Company of Biologists Ltd,,,10.1242/jeb.237016,"The Charnov-Bull model of differential fitness is often used to explain the evolution and maintenance of temperature-dependent sex determination (TSD). Most tests of the model focus on morphological proxies of fitness, such as size traits, whereas early life physiological traits that are closely related to lifetime fitness might provide a framework for generalizing the Charnov-Bull model across taxa. One such trait is the strength of the early-life immune response, which is strongly linked to early-life survival and fitness. Here, we manipulated temperature, variance in temperature, and sex to test the Charnov-Bull model using a physiological trait, immune system strength, in the snapping turtle (Chelydra serpentina). We found no evidence of sex-specific differences in bactericidal capacity of hatchling blood, and no evidence that mean temperature influences bactericidal capacity. However, we did find that fluctuating incubation temperature (i.e. a more naturalized incubation regime) is associated with a greater bactericidal capacity compared with constant temperature incubation. We also found that egg mass, a proxy for maternal provisioning, is positively associated with bactericidal capacity. Our findings suggest that the evolution of temperaturedependent sex determination in reptiles is unrelated to our measure of early-life innate immunity. Our study also underlines how immune response is condition dependent in early life, and questions the biological relevance of constant temperature incubation in experimental studies on ectotherm development. Â© 2021 Company of Biologists Ltd. All rights reserved.",
Qi2021,Maternal transfer of antibodies specific for avian influenza viruses in captive whooper swans (Cygnus cygnus),"Qi, Y. and Guo, W. and Liu, C. and Li, S. and Chen, X.","Comparative Immunology, Microbiology and Infectious Diseases",1479571,76,NA,NA,,,2021,Elsevier Ltd,,,10.1016/j.cimid.2021.101644,"The transfer of maternal antibodies to offspring can effectively protect against avian influenza virus (AIV) infection during early life in chickens and can prevent AIV spread by decreasing the overall percentage of the avian population susceptible to this pathogen. Herein, we evaluated maternal antibody transfer dynamics in whooper swans (Cygnus cygnus), which represent an important AIV host species. In total, 57 eggs from 19 nests were collected to study the relationship between egg yolk AIV-specific antibody concentrations and factors including egg size, laying order, maternal serum AIV antibody titer, and maternal body condition. Overall, we found that AIV-specific antibodies were present in the serum of 63.2 % of surveyed female swans and were transferred to 50.8 % of analyzed eggs. We found maternal AIV-specific antibody concentration and body weight to be positively correlated with egg yolk AIV antibody concentration, whereas egg laying order was negatively correlated with yolk antibody titer. Overall, these findings maternal transfer of AIV-specific antibodies may function as a key mechanism governing the dynamics of AIV infection in swan populations. Â© 2021 Elsevier Ltd",
Mouton2021,"Maternally derived hormones, neurosteroids and the development of behaviour","Mouton, J.C. and Duckworth, R.A.",Proceedings of the Royal Society B: Biological Sciences,9628452,288,1943,NA,,,2021,Royal Society Publishing,,,10.1098/rspb.2020.2467,"In a wide range of taxa, there is evidence that mothers adaptively shape the development of offspring behaviour by exposing them to steroids. These maternal effects have major implications for fitness because, by shaping early development, they can permanently alter how offspring interact with their environment. However, theory on parent-offspring conflict and recent physiological studies showing that embryos rapidly metabolize maternal steroids have placed doubt on the adaptive significance of these hormone-mediated maternal effects. Reconciling these disparate perspectives requires a mechanistic understanding of the pathways by which maternal steroids can influence neural development. Here, we highlight recent advances in developmental neurobiology and psychiatric pharmacology to show that maternal steroid metabolites can have direct neuro-modulatory effects potentially shaping the development of neural circuitry underlying ecologically relevant behavioural traits. The recognition that maternal steroids can act through a neurosteroid pathway has critical implications for our understanding of the ecology and evolution of steroid-based maternal effects. Overall, compared to the classic view, a neurosteroid mechanism may reduce the evolutionary lability of hormone-mediated maternal effects owing to increased pleiotropic constraints and frequently influence long-term behavioural phenotypes in offspring. Â© 2021 The Author(s).",
Hsu20221489,Maternally transferred thyroid hormones and life-history variation in birds,"Hsu, B.-Y. and Pakanen, V.-M. and Boner, W. and Doligez, B. and Eeva, T. and Groothuis, T.G.G. and KorpimÃ¤ki, E. and Laaksonen, T. and Lelono, A. and Monaghan, P. and Sarraude, T. and Thomson, R.L. and Tolvanen, J. and Tschirren, B. and VÃ¡squez, R.A. and Ruuskanen, S.",Journal of Animal Ecology,218790,91,7,1489-1506,,,2022,John Wiley and Sons Inc,,,10.1111/1365-2656.13708,"In vertebrates, thyroid hormones (THs) play an important role in the regulation of growth, development, metabolism, photoperiodic responses and migration. Maternally transferred THs are important for normal early phase embryonic development when embryos are not able to produce endogenous THs. Previous studies have shown that variation in maternal THs within the physiological range can influence offspring phenotype. Given the essential functions of maternal THs in development and metabolism, THs may be a mediator of life-history variation across species. We tested the hypothesis that differences in life histories are associated with differences in maternal TH transfer across species. Using birds as a model, we specifically tested whether maternally transferred yolk THs covary with migratory status, developmental mode and traits related to pace-of-life (e.g. basal metabolic rate, maximum life span). We collected un-incubated eggs (nÂ = 1â€“21 eggs per species, medianÂ =Â 7) from 34 wild and captive bird species across 17 families and six orders to measure yolk THs [both triiodothyronine (T3) and thyroxine (T4)], compiled life-history trait data from the literature and used Bayesian phylogenetic mixed models to test our hypotheses. Our models indicated that both concentrations and total amounts of the two main forms of THs (T3 and T4) were higher in the eggs of migratory species compared to resident species, and total amounts were higher in the eggs of precocial species, which have longer prenatal developmental periods, than in those of altricial species. However, maternal yolk THs did not show clear associations with pace-of-life-related traits, such as fecundity, basal metabolic rate or maximum life span. We quantified interspecific variation in maternal yolk THs in birds, and our findings suggest higher maternal TH transfer is associated with the precocial mode of development and migratory status. Whether maternal THs represent a part of the mechanism underlying the evolution of precocial development and migration or a consequence of such life histories is currently unclear. We therefore encourage further studies to explore the physiological mechanisms and evolutionary processes underlying these patterns. Â© 2022 The Authors. Journal of Animal Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society.",
Warriner2020,Mimicking Transgenerational Signals of Future Stress: Thermal Tolerance of Juvenile Chinook Salmon Is More Sensitive to Elevated Rearing Temperature Than Exogenously Increased Egg Cortisol,"Warriner, T.R. and Semeniuk, C.A.D. and Pitcher, T.E. and Heath, D.D. and Love, O.P.",Frontiers in Ecology and Evolution,2296701X,8,NA,NA,,,2020,Frontiers Media S.A.,,,10.3389/fevo.2020.548939,"Elevated temperatures resulting from climate change are expected to disproportionately affect ectotherms given their biological function has a direct link to environmental temperature. Thus, as climate change leads to rapid increases in water temperatures in rivers, aquatic ectotherms, such as fish may be highly impacted. Organisms can respond to these stressors through flexible and rapid phenotypic change induced via developmental and/or transgenerational plasticity. In oviparous species, gravid females may translate environmental stress across generations via increased exposure of eggs to maternally derived glucocorticoids (i.e., maternal stress), which has been shown to result in diverse phenotypic effects in offspring. Recent studies suggest these phenotypic changes from maternal glucocorticoids may elicit predictive adaptive responses, where offspring exposed to maternal stress may be better prepared for the stressful environment they will encounter (i.e., environmental match hypothesis). We applied the environmental match hypothesis to examine whether a prenatal exogenous increase in egg cortisol may prepare Chinook salmon offspring (Oncorhynchus tshawytscha) to cope with thermal challenges after being reared in chronically elevated temperatures. Specifically, we exposed eggs to aqueous bath of cortisol-dosed (1,000 ng/mL) or control (0 ng/ml) solutions, and then raised both treatments at current (+0Â°Câ€”contemporary ambient river temperature) or elevated (+3Â°Câ€”projected future river temperature) thermal regimes. We quantified thermal performance in fish 7â€“9 month post fertilization using two methods: via critical thermal maximum (CTMax), and energetic responses (in plasma cortisol, glucose, and lactate) to environmentally relevant, but challenging thermal spikes over 3 days. Overall, we found that exposure to elevated rearing temperatures had a large impact on thermal tolerance, where elevated-temperature reared offspring had significantly higher CTMax. In comparison, egg cortisol treatment had little to no clear effects on CTMax and blood energetic response. Our study demonstrates the importance of elevated water temperatures as an inducer of offspring phenotypes (via early developmental cues), and highlights the significance of examining offspring performance in environments with ecologically relevant stressors. Â© Copyright Â© 2020 Warriner, Semeniuk, Pitcher, Heath and Love.",
Giayetto2020,Modulating offspring responses: Concerted effects of stress and immunogenic challenge in the parental generation,"Giayetto, O. and Videla, E.A. and Chacana, P. and Jaime, C. and MarÃ­n, R.H. and Nazar, F.N.",Journal of Experimental Biology,220949,223,17,NA,,,2020,Company of Biologists Ltd,,,10.1242/jeb.219386,"The perception, processing and response to environmental challenges involves the activation of the immuno-neuroendocrine (INE) interplay. Concerted environmental challenges might induce trade-off when resource allocation to one trait occurs at the expense of another, also producing potential transgenerational effects in the offspring.We evaluated whether concerted challenges, in the form of an immune inoculum against inactivated Salmonella enteritidis (immune challenge, ICH) and a chronic heat stress (CHS) exposure on adult Japanese quail, modulate the INE responses of the parental generation and their offspring. Adults were inoculated and later exposed to a CHS along nine consecutive days. For the last 5 days of the CHS, eggs were collected for incubation. Chicks were identified according to their parental treatments and remained undisturbed. Induced inflammatory response, heterophil/lymphocyte (H/L) ratio and specific humoral response against sheep red blood cells (SRBC) were evaluated in both generations. Regardless of the ICH, stressed adults showed a reduced inflammatory response and an elevated H/L ratio compared with controls. In offspring, the inflammatory response was elevated and the specific SRBC antibody titres were diminished in those chicks prenatally exposed to CHS, regardless of the ICH. No differences were found in the H/L ratio of the offspring. Together, our results suggest that CHS exposure influences the INE interplay of adult quail, establishing trade-offs within their immune system. Moreover, CHS not only affected parental INE responses but alsomodulated their offspring INE responses, probably affecting their potential to respond to future challenges. The adaptability of the developmental programming of offspring would depend on the environment encountered. Â© 2020 Company of Biologists Ltd. All rights reserved.",
